,atribut 1,atribut 2,atribut 3,atribut 4,kelas
633,7.8,60.625,13.2,23.1,0.0
634,12.0,35.0,12.6,13.8,0.0
635,23.4,81.25,15.0,22.8,1.0
636,21.0,60.625,13.2,20.4,1.0
637,7.8,45.0,9.4,12.9,0.0
638,10.8,55.0,15.2,18.3,0.0
639,24.0,80.0,12.8,21.3,1.0
640,22.2,56.25,13.4,19.5,1.0
641,12.0,63.125,12.4,23.1,1.0
642,22.8,68.125,13.6,20.7,1.0
643,21.0,77.5,10.8,21.0,1.0
644,10.2,57.5,14.2,13.5,0.0
645,12.0,35.0,11.6,20.1,0.0
646,21.0,45.0,11.6,23.7,0.0
647,6.6,63.125,14.8,16.2,0.0
648,21.6,80.0,13.2,20.7,1.0
649,9.6,55.625,13.0,17.7,0.0
650,18.6,68.125,12.2,18.0,1.0
651,19.8,46.25,13.0,18.0,0.0
652,19.8,55.625,8.8,21.6,1.0
653,21.0,67.5,12.8,20.4,1.0
654,22.8,50.625,11.6,18.3,1.0
655,19.8,66.25,11.4,18.9,1.0
656,12.0,41.25,8.2,20.1,0.0
657,10.2,35.0,10.8,20.7,0.0
658,7.8,54.375,14.6,12.3,0.0
659,18.0,82.5,8.8,18.3,1.0
660,9.0,66.25,11.8,13.2,0.0
661,9.0,64.375,11.2,17.7,0.0
662,22.2,70.0,10.6,23.1,1.0
663,9.0,54.375,11.2,12.3,0.0
664,18.0,67.5,12.8,23.1,1.0
665,23.4,59.375,15.6,18.3,1.0
666,17.4,41.25,10.2,12.6,0.0
667,11.4,58.75,15.0,12.6,0.0
668,19.8,58.75,10.8,18.9,1.0
669,6.0,49.375,11.8,22.8,0.0
670,12.0,57.5,14.6,12.3,0.0
671,22.8,63.125,11.0,20.1,1.0
672,18.6,57.5,16.0,24.0,1.0
673,10.8,65.0,12.2,14.1,0.0
674,12.0,51.25,13.8,12.6,0.0
675,10.8,47.5,13.2,15.9,0.0
676,22.2,49.375,12.8,18.6,1.0
677,18.6,82.5,15.2,24.0,1.0
678,12.0,38.125,12.4,16.2,0.0
679,10.2,59.375,12.6,15.9,0.0
680,7.2,69.375,9.0,12.3,0.0
681,8.4,46.875,11.4,15.9,0.0
682,9.6,57.5,11.2,21.9,0.0
683,23.4,68.125,12.4,19.5,1.0
684,8.4,64.375,11.0,12.9,0.0
685,21.0,63.125,14.4,18.6,1.0
686,22.2,61.875,10.4,21.3,1.0
687,7.8,39.375,8.2,12.0,0.0
688,19.8,47.5,13.8,18.0,0.0
689,7.8,40.625,8.8,13.8,0.0
690,10.8,55.625,10.8,13.5,0.0
691,18.6,38.75,9.0,18.0,0.0
692,19.2,55.625,15.6,18.9,1.0
693,19.2,71.25,13.0,18.6,1.0
694,18.0,73.75,13.8,21.0,1.0
695,21.6,62.5,11.6,21.9,1.0
696,21.0,51.25,10.2,24.0,1.0
697,22.2,73.125,14.6,22.5,1.0
698,7.8,63.75,13.0,12.9,0.0
699,7.2,38.125,8.0,15.9,0.0
700,22.2,39.375,13.0,18.9,0.0
701,10.8,63.125,9.6,21.3,0.0
702,7.8,43.125,14.2,15.3,0.0
703,7.2,63.125,14.6,22.2,0.0
704,22.8,57.5,9.2,24.0,1.0
705,21.0,76.25,10.6,21.3,1.0
706,7.2,46.25,15.6,15.0,0.0
707,19.8,54.375,12.0,18.3,1.0
708,22.2,47.5,12.8,18.3,1.0
709,6.6,51.25,12.0,16.5,0.0
710,22.2,39.375,14.2,20.1,0.0
711,9.0,45.625,9.2,22.5,0.0
712,6.6,47.5,13.2,18.9,0.0
713,21.0,62.5,9.8,24.0,1.0
714,6.0,43.75,9.8,19.5,0.0
715,18.6,47.5,15.2,18.3,0.0
716,19.2,53.125,10.2,24.0,1.0
717,19.8,60.625,9.6,24.0,1.0
718,11.4,68.125,8.6,21.3,1.0
719,7.2,43.75,9.6,19.2,0.0
720,18.0,55.625,8.0,18.6,1.0
721,10.2,39.375,12.2,23.7,0.0
722,21.6,50.0,14.0,23.7,1.0
723,10.8,51.875,13.6,16.2,0.0
724,15.6,42.5,12.4,19.8,0.0
725,20.4,42.5,15.4,19.8,0.0
726,19.2,62.5,9.6,23.1,1.0
727,12.0,70.0,8.2,13.2,1.0
728,18.0,81.25,13.4,21.6,1.0
729,19.8,60.625,12.2,18.6,1.0
730,7.2,35.625,12.2,16.5,0.0
731,7.2,49.375,9.6,17.7,0.0
732,19.2,57.5,8.4,21.6,1.0
733,18.0,38.75,10.0,19.8,0.0
734,10.8,58.75,13.6,23.7,1.0
735,12.0,58.125,13.8,21.6,0.0
736,23.4,75.0,14.6,18.9,1.0
737,7.8,46.875,12.4,19.5,0.0
738,18.6,39.375,11.4,19.8,0.0
739,12.0,69.375,14.0,20.1,1.0
740,22.2,70.0,10.2,20.7,1.0
741,18.0,69.375,14.6,20.7,1.0
742,9.0,44.375,15.2,13.8,0.0
743,10.8,46.875,8.8,22.5,0.0
744,6.0,66.25,10.2,21.0,0.0
745,23.4,46.25,12.2,22.2,1.0
746,21.0,51.875,14.6,21.0,1.0
747,22.2,65.625,8.4,22.8,1.0
748,12.0,35.625,9.2,17.4,0.0
749,18.6,55.0,11.4,20.7,1.0
750,22.8,49.375,14.2,18.6,1.0
751,21.0,45.0,13.6,21.6,0.0
752,21.6,47.5,13.8,20.7,1.0
753,22.2,64.375,12.4,21.9,1.0
754,19.2,48.75,9.2,23.7,1.0
755,11.4,59.375,14.2,23.4,1.0
756,8.4,34.375,9.2,15.9,0.0
757,9.6,53.125,13.2,17.1,0.0
758,8.4,63.75,16.0,18.9,0.0
759,21.0,72.5,14.6,23.7,1.0
760,9.0,48.125,8.4,12.0,0.0
761,20.4,52.5,15.8,21.9,1.0
762,12.0,50.0,16.0,18.0,0.0
763,10.8,61.875,10.2,14.4,0.0
764,24.0,78.125,10.8,18.3,1.0
765,21.6,74.375,11.2,18.3,1.0
766,9.0,41.25,11.6,15.9,0.0
767,18.0,60.0,12.0,20.7,1.0
768,10.8,51.25,10.2,22.2,0.0
769,21.6,73.125,11.4,20.4,1.0
770,6.6,51.25,9.0,21.3,0.0
771,9.0,55.0,10.8,21.6,0.0
772,18.6,71.25,11.6,19.8,1.0
773,22.2,45.625,14.0,21.0,0.0
774,6.6,43.125,8.0,18.3,0.0
775,21.6,53.125,11.4,22.2,1.0
776,24.0,80.0,11.0,20.1,1.0
777,23.4,60.0,11.4,18.0,1.0
778,18.0,79.375,10.0,23.7,1.0
779,6.6,32.5,11.6,13.8,0.0
780,23.4,76.875,14.8,18.6,1.0
781,10.2,49.375,11.4,17.7,0.0
782,21.0,49.375,11.0,19.5,1.0
783,10.2,66.25,12.8,22.8,1.0
784,22.8,50.0,12.4,18.9,1.0
785,22.2,60.0,15.4,23.7,1.0
786,22.2,45.625,14.8,22.5,0.0
787,22.8,73.125,10.8,19.8,1.0
788,7.2,36.875,15.2,17.7,0.0
789,21.6,48.125,10.4,22.8,1.0
790,21.0,51.875,16.0,18.9,1.0
791,22.8,46.875,11.2,18.0,1.0
792,18.0,42.5,12.6,20.1,0.0
793,18.6,45.625,9.4,20.1,0.0
794,6.0,68.75,14.8,13.5,0.0
795,18.0,72.5,12.4,20.1,1.0
796,11.4,34.375,15.2,16.8,0.0
797,21.6,79.375,10.0,21.9,1.0
798,12.0,62.5,13.6,15.9,0.0
799,9.0,68.75,14.8,15.3,1.0
800,18.0,43.125,11.0,19.2,0.0
801,9.6,46.875,10.6,18.6,0.0
802,19.8,50.625,13.6,19.2,1.0
803,19.8,61.875,10.2,21.9,1.0
804,9.0,50.0,12.4,12.3,0.0
805,11.4,50.625,10.2,14.4,0.0
806,15.6,57.5,18.0,19.8,0.0
807,8.4,68.125,15.2,14.1,0.0
808,19.8,63.125,11.2,21.0,1.0
809,22.2,50.0,14.2,23.7,1.0
810,22.8,71.25,10.4,20.7,1.0
811,9.6,67.5,11.2,24.0,1.0
812,11.4,46.25,12.8,17.1,0.0
813,7.2,50.0,8.2,22.8,0.0
814,22.8,40.0,8.8,19.5,0.0
815,8.4,54.375,9.0,21.6,0.0
816,8.4,56.25,14.0,20.7,0.0
817,22.2,78.125,12.8,19.2,1.0
818,10.2,33.125,10.4,18.3,0.0
819,19.2,73.125,12.6,24.0,1.0
820,18.0,80.625,15.6,21.6,1.0
821,21.0,76.875,11.8,23.7,1.0
822,10.2,34.375,12.8,12.9,0.0
823,22.2,39.375,15.4,18.3,0.0
824,21.6,77.5,9.4,24.0,1.0
825,11.4,65.0,11.6,22.8,1.0
826,22.2,63.75,8.4,21.0,1.0
827,7.2,62.5,12.2,21.3,0.0
828,22.2,70.0,15.8,23.7,0.0
829,23.4,50.625,11.2,22.2,1.0
830,6.0,38.125,9.6,20.7,0.0
831,18.0,79.375,15.4,20.7,1.0
832,6.6,49.375,12.2,20.1,0.0
833,24.0,66.25,14.8,23.4,1.0
834,21.6,53.125,11.8,22.2,1.0
835,6.0,38.75,8.2,14.7,0.0
836,6.0,61.875,15.0,15.3,0.0
837,9.6,35.0,14.4,21.0,0.0
838,11.4,43.75,15.4,24.0,0.0
839,20.4,76.875,14.6,18.0,1.0
840,7.8,47.5,8.2,23.1,0.0
841,9.0,58.75,10.4,18.0,0.0
842,20.4,44.375,12.8,23.4,0.0
843,18.0,53.75,15.4,19.5,1.0
844,23.4,43.75,11.8,20.7,0.0
845,10.8,38.75,9.4,18.0,0.0
846,9.6,37.5,13.4,16.2,0.0
847,20.4,66.875,8.8,23.4,1.0
848,23.4,58.125,15.8,23.7,1.0
849,20.4,81.25,14.0,23.4,1.0
850,9.6,47.5,8.8,14.4,0.0
851,24.0,40.0,10.8,21.0,0.0
852,21.6,57.5,14.6,24.0,1.0
853,9.6,54.375,15.4,22.2,0.0
854,20.4,38.75,11.8,18.0,0.0
855,9.6,50.625,13.4,15.6,0.0
856,21.0,65.625,13.6,23.7,1.0
857,10.8,40.0,9.8,24.0,0.0
858,14.4,33.125,16.6,19.5,0.0
859,20.4,56.875,8.6,20.4,1.0
860,9.0,38.75,8.4,13.8,0.0
861,19.8,50.0,10.6,20.1,1.0
862,11.4,61.25,12.8,23.1,1.0
863,20.4,77.5,8.8,18.9,1.0
864,7.8,49.375,8.2,24.0,0.0
865,6.6,49.375,14.2,18.6,0.0
866,11.4,61.25,10.8,15.6,0.0
867,7.8,39.375,12.2,12.6,0.0
868,21.6,73.75,11.4,22.5,1.0
869,7.8,40.0,8.0,20.7,0.0
870,22.8,66.875,12.8,24.0,0.0
871,9.6,52.5,15.0,22.5,0.0
872,6.6,56.875,11.4,20.1,0.0
873,22.2,64.375,15.4,18.9,1.0
874,9.6,63.75,9.2,15.0,0.0
875,7.2,56.25,15.4,18.6,0.0
876,11.4,56.25,14.4,22.2,0.0
877,20.4,79.375,11.8,19.5,1.0
878,22.2,39.375,9.8,21.9,0.0
879,11.4,38.75,9.2,21.9,0.0
880,20.4,72.5,15.4,23.1,1.0
881,7.8,44.375,10.0,16.2,0.0
882,6.6,49.375,9.4,22.2,0.0
883,10.2,65.0,12.0,19.5,0.0
884,6.6,44.375,14.4,15.3,0.0
885,10.2,68.75,16.0,14.7,1.0
886,9.6,68.125,16.0,18.0,1.0
887,10.2,50.625,15.0,14.4,0.0
888,12.0,45.625,11.2,12.6,0.0
889,7.8,34.375,14.4,12.3,0.0
890,21.0,49.375,10.4,21.3,1.0
891,9.0,53.75,16.0,13.8,0.0
892,19.8,67.5,14.0,21.3,1.0
893,6.0,40.0,12.2,20.1,0.0
894,22.2,81.25,16.0,22.5,1.0
895,18.0,68.75,13.6,22.2,1.0
896,21.6,52.5,15.2,23.7,1.0
897,6.0,63.125,11.2,18.9,0.0
898,19.8,65.625,12.4,23.1,1.0
899,7.8,50.0,12.6,22.2,0.0
900,20.4,66.25,15.4,18.9,1.0
901,6.0,46.875,15.2,17.1,0.0
902,9.6,65.0,16.0,20.7,1.0
903,7.2,39.375,15.2,22.8,0.0
904,7.2,69.375,8.8,23.4,1.0
905,9.0,43.125,14.4,14.4,0.0
906,11.4,43.75,10.6,22.8,0.0
907,9.6,58.125,10.8,14.1,0.0
908,22.2,39.375,15.4,21.6,0.0
909,21.0,71.875,11.2,19.8,1.0
910,21.6,50.0,8.2,23.7,1.0
911,22.8,78.125,14.8,20.1,1.0
912,22.8,70.625,13.0,19.8,1.0
913,22.2,39.375,11.6,19.2,0.0
914,18.0,43.125,11.4,21.6,0.0
915,18.6,75.625,9.2,23.4,1.0
916,6.0,65.0,15.6,19.2,0.0
917,12.0,51.875,8.6,18.3,0.0
918,9.6,45.0,14.0,22.2,0.0
919,7.2,57.5,10.8,18.0,0.0
920,18.0,68.75,12.2,19.2,1.0
921,6.6,60.0,12.8,22.5,0.0
922,19.8,40.0,14.8,23.1,0.0
923,20.4,46.875,13.8,20.7,0.0
924,20.4,82.5,8.8,24.0,1.0
925,19.8,76.875,15.8,23.7,1.0
926,19.2,72.5,14.0,20.4,1.0
927,8.4,60.625,8.2,20.4,0.0
928,6.0,44.375,11.8,24.0,0.0
929,18.0,67.5,9.2,19.8,1.0
930,21.6,60.625,13.2,20.1,1.0
931,10.8,68.75,11.6,17.1,1.0
932,18.0,50.625,14.2,20.7,1.0
933,9.0,47.5,8.2,20.7,0.0
934,18.6,58.125,15.2,18.6,1.0
935,7.8,34.375,15.6,18.9,0.0
936,23.4,78.125,9.4,22.5,1.0
937,6.6,69.375,14.2,21.3,1.0
938,19.2,69.375,11.0,18.0,1.0
939,6.6,41.25,14.8,13.2,0.0
940,9.0,33.75,12.6,12.3,0.0
941,23.4,51.25,9.4,21.9,1.0
942,21.0,39.375,12.8,18.9,0.0
943,22.2,40.0,13.2,21.6,0.0
944,23.4,76.25,11.2,21.6,1.0
945,7.8,41.875,8.4,13.8,0.0
946,10.8,35.625,12.6,16.8,0.0
947,18.0,81.25,8.4,19.2,1.0
948,20.4,70.625,12.4,18.3,1.0
949,21.6,74.375,11.6,23.4,1.0
950,7.8,66.25,13.6,15.3,0.0
951,22.2,76.875,13.8,20.4,1.0
952,6.0,46.25,13.8,20.1,0.0
953,9.6,61.25,15.4,23.4,0.0
954,20.4,70.0,15.8,19.5,1.0
955,6.0,38.75,14.0,15.3,0.0
956,8.4,51.25,11.0,24.0,0.0
957,9.0,35.625,15.6,17.4,0.0
958,10.2,44.375,10.2,21.9,0.0
959,18.6,57.5,13.4,22.8,1.0
960,6.6,50.0,15.2,12.9,0.0
961,22.2,79.375,13.2,21.3,1.0
962,22.2,49.375,9.6,23.7,1.0
963,21.0,40.0,15.2,21.3,0.0
964,7.8,59.375,8.8,16.2,0.0
965,6.6,40.0,12.4,23.1,0.0
966,19.2,78.75,8.4,21.9,1.0
967,7.8,46.25,11.6,23.1,0.0
968,6.0,62.5,8.2,21.0,0.0
969,16.2,60.0,13.0,11.1,0.0
970,10.2,33.75,10.2,19.5,0.0
971,22.2,64.375,15.6,19.5,1.0
972,10.8,38.125,13.4,21.0,0.0
973,10.2,60.625,10.4,18.0,0.0
974,6.0,55.625,11.8,23.7,0.0
975,7.8,66.25,9.4,13.2,0.0
976,7.2,63.75,14.4,22.5,0.0
977,22.8,75.0,13.2,21.0,1.0
978,21.6,61.25,13.2,18.3,1.0
979,11.4,55.0,14.6,14.4,0.0
980,8.4,69.375,14.4,15.6,1.0
981,18.0,46.875,14.4,21.9,0.0
982,19.2,42.5,13.6,22.8,0.0
983,6.0,50.625,13.0,19.2,0.0
984,21.6,40.0,9.2,22.2,0.0
985,22.2,53.125,13.0,20.1,1.0
986,11.4,45.625,8.8,12.6,0.0
987,9.6,38.125,15.8,16.5,0.0
988,7.8,41.875,14.2,18.0,0.0
989,6.6,38.125,14.8,16.8,0.0
990,18.0,44.375,9.4,21.6,0.0
991,22.8,49.375,11.6,21.6,1.0
992,23.4,50.625,10.4,19.2,1.0
993,21.6,67.5,8.0,20.4,1.0
994,9.6,46.25,14.4,14.1,0.0
995,19.8,59.375,13.6,21.6,1.0
996,20.4,62.5,11.2,22.8,1.0
997,6.0,38.125,8.0,15.6,0.0
998,20.4,52.5,14.8,22.5,1.0
999,24.0,66.25,16.0,23.4,1.0
